full_name,age,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,salary
Callum Wilson,30,2019/2020,Forward,AFC Bournemouth,2910,1527,1383,England,35,18,17,8,4,4,1,0,1,0,0,4,3,1,51,24,27,10,0,0.28,0.03,0.25,0.24,0.26,364,1.58,57,83,291,2910,0.31,73,247,-1,1,3120000
Calum Chambers,27,2019/2020,Defender,Arsenal,1103,473,630,England,14,7,7,1,1,0,1,1,0,0,0,3,1,2,15,8,7,5,0,0.16,0.08,0.08,0.19,0.0,1103,1.22,74,79,221,1103,0.41,178,159,66,17,2600000
Carlos Sánchez,36,2019/2020,Midfielder,West Ham United,113,93,20,Colombia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.59,57,19,0,0,0.0,-1,-1,-1,25,2600000
Cedric Soares,31,2019/2020,Defender,Arsenal,1560,838,722,Portugal,21,11,10,1,1,0,1,1,0,0,0,6,2,4,18,12,6,1,0,0.12,0.06,0.06,0.11,0.0,1560,1.04,87,74,1560,1560,0.06,206,206,45,13,3380000
Cenk Tosun,31,2019/2020,Forward,Crystal Palace,466,308,158,Turkey,10,7,3,2,1,1,0,0,0,0,0,3,2,1,5,4,1,0,0,0.39,0.0,0.39,0.29,0.57,233,0.97,93,47,0,0,0.0,39,370,-1,7,3120000
Cesar Azpilicueta,33,2019/2020,Defender,Chelsea,3230,1530,1700,Spain,36,17,19,2,1,1,6,3,3,0,0,8,7,1,52,15,37,1,0,0.22,0.17,0.06,0.06,0.05,1615,1.45,62,90,3230,538,0.03,202,74,116,9,7800000
Charlie Daniels,36,2019/2020,Defender,AFC Bournemouth,127,37,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.42,64,64,0,0,0.0,-1,-1,-1,27,1820000
Charlie Taylor,29,2019/2020,Defender,Burnley,1945,911,1034,England,24,12,12,0,0,0,1,0,1,0,0,11,5,6,17,6,11,3,0,0.05,0.05,0.0,0.0,0.0,0,0.79,114,81,648,1945,0.14,274,215,10,14,1300000
Che Adams,26,2019/2020,Midfielder,Southampton,1105,556,549,England,30,15,15,4,3,1,2,1,1,0,0,8,2,6,16,9,7,0,0,0.49,0.16,0.33,0.49,0.16,276,1.3,69,37,0,553,0.0,48,83,-1,5,1560000
Cheikhou Kouyaté,32,2019/2020,Midfielder,Crystal Palace,2536,1293,1243,Senegal,35,17,18,1,1,0,1,1,0,0,0,9,5,4,34,13,21,4,0,0.07,0.04,0.04,0.07,0.0,2536,1.21,75,72,634,2536,0.14,232,235,-1,8,3380000
Chris Mepham,24,2019/2020,Defender,AFC Bournemouth,910,460,450,Wales,12,7,5,1,1,0,0,0,0,0,0,1,0,1,19,9,10,1,0,0.1,0.0,0.1,0.2,0.0,910,1.88,48,76,910,0,0.1,161,393,155,12,607000
Chris Wood,30,2019/2020,Forward,Burnley,2446,1335,1111,New Zealand,32,16,16,14,9,5,1,0,1,1,0,12,6,6,31,16,15,1,0,0.55,0.04,0.52,0.61,0.41,175,1.14,79,76,2446,2446,0.04,18,224,-1,1,2600000
Christian Benteke,31,2019/2020,Forward,Crystal Palace,1257,584,673,Belgium,24,11,13,2,1,1,1,0,1,0,0,8,4,4,17,7,10,5,1,0.21,0.07,0.14,0.15,0.13,629,1.22,74,52,210,1257,0.43,116,189,-1,6,6240000
Christian Fuchs,36,2019/2020,Defender,Leicester City,770,199,571,Austria,11,4,7,0,0,0,0,0,0,0,0,3,2,1,10,1,9,0,0,0.0,0.0,0.0,0.0,0.0,0,1.17,77,70,0,0,0.0,282,397,59,20,2600000
Christian Kabasele,31,2019/2020,Defender,Watford,2252,1241,1011,Belgium,27,14,13,0,0,0,2,2,0,0,0,7,6,1,30,13,17,4,2,0.08,0.08,0.0,0.0,0.0,0,1.2,75,83,450,1126,0.2,404,157,64,19,1560000
Christian Pulisic,24,2019/2020,Midfielder,Chelsea,1727,870,857,USA,25,12,13,9,2,7,4,1,3,0,0,5,5,0,28,7,21,0,0,0.68,0.21,0.47,0.21,0.74,192,1.46,62,69,0,432,0.0,25,49,-1,3,7150000
Christoph Zimmermann,29,2019/2020,Defender,Norwich City,1430,674,756,Germany,17,8,9,0,0,0,1,1,0,0,0,3,1,2,26,11,15,3,0,0.06,0.06,0.0,0.0,0.0,0,1.64,55,84,477,1430,0.19,290,191,133,15,1010000
Ciaran Clark,33,2019/2020,Defender,Newcastle United,1189,586,603,Republic of Ireland,14,7,7,2,1,1,0,0,0,0,0,4,3,1,13,4,9,3,0,0.15,0.0,0.15,0.15,0.15,595,0.98,91,85,396,0,0.23,110,371,36,7,1820000
Connor Wickham,29,2019/2020,Forward,Crystal Palace,90,43,47,England,6,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,2,0,0,2.0,1.0,1.0,0.0,1.91,90,2.0,45,15,0,90,0.0,-1,-1,-1,11,3120000
Conor Coady,29,2019/2020,Midfielder,Wolverhampton Wanderers,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,13,8,5,35,16,19,5,0,0.0,0.0,0.0,0.0,0.0,0,0.92,98,90,684,0,0.13,373,412,-1,16,2860000
Conor Hourihane,31,2019/2020,Midfielder,Aston Villa,1539,826,713,Republic of Ireland,27,13,14,3,2,1,5,2,3,0,0,5,5,0,27,14,13,4,0,0.47,0.29,0.18,0.22,0.13,513,1.58,57,57,385,308,0.23,98,25,-1,6,1560000
Craig Cathcart,33,2019/2020,Defender,Watford,2489,1185,1304,Northern Ireland,29,14,15,0,0,0,0,0,0,0,0,9,7,2,33,16,17,7,0,0.0,0.0,0.0,0.0,0.0,0,1.19,75,86,356,0,0.25,400,367,62,25,1195000
Curtis Jones,21,2019/2020,Midfielder,Liverpool,122,98,24,England,6,3,3,1,1,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0.74,0.0,0.74,0.92,0.0,122,0.74,122,20,0,0,0.0,-1,-1,-1,14,3900000
Dale Stephens,33,2019/2020,Midfielder,Brighton & Hove Albion,2529,1185,1344,England,33,16,17,0,0,0,1,1,0,0,0,9,4,5,40,16,24,8,0,0.04,0.04,0.0,0.0,0.0,0,1.42,63,77,316,2529,0.28,407,227,-1,22,1560000
Dan Burn,30,2019/2020,Defender,Brighton & Hove Albion,2881,1441,1440,England,34,18,16,0,0,0,0,0,0,0,0,9,4,5,39,20,19,5,0,0.0,0.0,0.0,0.0,0.0,0,1.22,74,85,576,0,0.16,406,348,68,24,832000
Dan Gosling,32,2019/2020,Midfielder,AFC Bournemouth,1261,517,744,England,24,12,12,3,2,1,1,1,0,0,0,2,1,1,22,7,15,3,0,0.29,0.07,0.21,0.35,0.12,420,1.57,57,53,420,1261,0.21,90,174,-1,4,1820000
Dani Ceballos,26,2019/2020,Midfielder,Arsenal,1698,960,738,Spain,24,13,11,0,0,0,2,2,0,0,0,7,4,3,20,10,10,1,0,0.11,0.11,0.0,0.0,0.0,0,1.06,85,71,1698,849,0.05,382,120,-1,18,2700000
Daniel Castelo Podence,27,2019/2020,Forward,Wolverhampton Wanderers,285,170,115,Portugal,9,5,4,1,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0.32,0.0,0.32,0.53,0.0,285,0.0,0,32,0,0,0.0,49,310,-1,11,3120000
Daniel James,24,2019/2020,Midfielder,Manchester United,2291,1131,1160,Wales,33,17,16,3,2,1,6,2,4,0,0,11,7,4,25,10,15,4,0,0.35,0.24,0.12,0.16,0.08,764,0.98,92,69,573,382,0.16,132,40,-1,6,2340000
Daniel William John Ings,30,2019/2020,Forward,Southampton,2815,1459,1356,England,38,19,19,22,10,12,2,0,2,1,1,9,3,6,42,26,16,3,0,0.77,0.06,0.7,0.62,0.8,128,1.34,67,74,938,1408,0.1,3,202,-1,1,3900000
Danny Drinkwater,32,2019/2020,Midfielder,Aston Villa,322,254,68,England,5,4,1,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,0,0.0,0.0,0.0,0.0,0.0,0,3.07,29,64,322,0,0.28,298,294,-1,17,6240000
Danny Rose,32,2019/2020,Defender,Newcastle United,1759,874,885,England,23,12,11,0,0,0,0,0,0,0,0,6,4,2,24,8,16,7,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,76,251,0,0.36,412,415,71,21,3120000
Daryl Janmaat,33,2019/2020,Defender,Watford,608,267,341,Netherlands,8,4,4,0,0,0,1,0,1,0,0,3,2,1,5,2,3,1,0,0.15,0.15,0.0,0.0,0.0,0,0.74,122,76,608,608,0.15,403,86,8,20,2340000
David Brooks,25,2019/2020,Forward,AFC Bournemouth,513,316,197,England,9,5,4,1,0,1,0,0,0,0,0,1,1,0,12,7,5,1,0,0.18,0.0,0.18,0.0,0.46,513,2.11,43,57,513,0,0.18,100,315,-1,8,1040000
David Luiz,35,2019/2020,Defender,Arsenal,2852,1620,1232,Brazil,33,18,15,2,2,0,1,1,0,0,0,8,5,3,39,21,18,7,2,0.09,0.03,0.06,0.11,0.0,1426,1.23,73,86,317,2852,0.28,204,237,69,7,6535000
David Silva,36,2019/2020,Midfielder,Manchester City,1833,1122,711,Spain,27,16,11,6,5,1,10,5,5,0,0,11,8,3,14,6,8,0,0,0.79,0.49,0.29,0.4,0.13,306,0.69,131,68,0,183,0.0,54,5,-1,7,8320000
Davinson Sánchez Mina,26,2019/2020,Defender,Tottenham Hotspur,2430,1306,1124,Colombia,29,15,14,0,0,0,0,0,0,0,0,4,4,0,34,14,20,6,0,0.0,0.0,0.0,0.0,0.0,0,1.26,71,84,405,0,0.22,413,383,77,21,6240000
Davy Pröpper,31,2019/2020,Midfielder,Brighton & Hove Albion,2830,1453,1377,Netherlands,35,18,17,1,1,0,2,0,2,0,0,8,3,5,43,22,21,4,0,0.1,0.06,0.03,0.06,0.0,2830,1.37,66,81,708,1415,0.13,248,205,-1,9,2340000
DeAndre Yedlin,29,2019/2020,Defender,Newcastle United,934,514,420,USA,16,9,7,1,1,0,0,0,0,0,0,4,4,0,14,6,8,3,0,0.1,0.0,0.1,0.18,0.0,934,1.35,67,58,311,0,0.29,158,320,104,14,1560000
Declan Rice,23,2019/2020,Midfielder,West Ham United,3420,1710,1710,Republic of Ireland,38,19,19,1,1,0,3,2,1,0,0,7,3,4,59,32,27,6,0,0.11,0.08,0.03,0.05,0.0,3420,1.55,58,90,570,1140,0.16,251,158,-1,15,3120000
Dejan Lovren,33,2019/2020,Defender,Liverpool,777,450,327,Croatia,10,5,5,0,0,0,1,1,0,0,0,2,0,2,11,6,5,1,0,0.12,0.12,0.0,0.0,0.0,0,1.27,71,78,777,777,0.12,259,116,83,21,5200000
Dele Alli,26,2019/2020,Midfielder,Tottenham Hotspur,1853,916,937,England,25,11,14,8,5,3,4,3,1,1,0,4,3,1,24,10,14,2,0,0.58,0.19,0.39,0.49,0.29,232,1.17,77,74,927,463,0.1,38,57,-1,3,5200000
Demarai Gray,26,2019/2020,Midfielder,Leicester City,607,271,336,England,21,10,11,2,1,1,3,0,3,0,1,8,4,4,4,1,3,1,0,0.74,0.44,0.3,0.33,0.27,304,0.59,152,29,607,202,0.15,52,7,-1,9,2860000
Dennis Praet,28,2019/2020,Midfielder,Leicester City,1131,588,543,Belgium,27,13,14,1,1,0,2,0,2,0,0,8,5,3,16,5,11,2,0,0.24,0.16,0.08,0.15,0.0,1131,1.27,71,42,566,566,0.16,173,84,-1,14,3900000
Diego Rico,29,2019/2020,Defender,AFC Bournemouth,2336,1170,1166,Spain,27,13,14,0,0,0,4,2,2,0,0,5,3,2,37,14,23,6,0,0.15,0.15,0.0,0.0,0.0,0,1.43,63,87,389,584,0.23,364,88,113,26,1001000
Diogo José Teixeira da Silva,25,2019/2020,Midfielder,Wolverhampton Wanderers,2298,1086,1212,Portugal,34,17,17,7,3,4,1,0,1,0,0,11,7,4,25,12,13,4,0,0.31,0.04,0.27,0.25,0.3,328,0.98,92,68,575,2298,0.16,61,222,-1,2,8320000
Divock Origi,27,2019/2020,Forward,Liverpool,704,299,405,Belgium,28,13,15,4,3,1,1,1,0,0,0,11,5,6,12,6,6,1,0,0.64,0.13,0.51,0.9,0.22,176,1.53,59,25,704,704,0.13,19,95,-1,5,3120000
Domingos Quina,22,2019/2020,Midfielder,Watford,18,4,14,Portugal,4,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,5,0,0,0.0,-1,-1,-1,18,416000
Dominic Calvert-Lewin,25,2019/2020,Forward,Everton,2630,1195,1435,England,36,17,19,13,7,6,1,1,0,0,0,8,5,3,38,10,28,9,0,0.48,0.03,0.44,0.53,0.38,202,1.3,69,73,292,2630,0.31,28,253,-1,2,1248000
Dominic Solanke,25,2019/2020,Forward,AFC Bournemouth,1643,773,870,England,32,13,19,3,2,1,1,1,0,0,0,3,1,2,37,15,22,1,0,0.22,0.05,0.16,0.23,0.1,548,2.03,44,51,1643,1643,0.05,103,218,-1,6,1300000
Douglas Luiz,24,2019/2020,Midfielder,Aston Villa,2608,1359,1249,Brazil,36,18,18,3,2,1,2,0,2,0,0,7,7,0,48,22,26,8,0,0.17,0.07,0.1,0.13,0.07,869,1.66,54,72,326,1304,0.28,163,176,-1,5,1709396
Dwight Gayle,32,2019/2020,Forward,Newcastle United,848,372,476,England,20,9,11,4,2,2,2,1,1,0,0,4,2,2,14,8,6,2,0,0.64,0.21,0.42,0.48,0.38,212,1.49,61,42,424,424,0.21,30,48,-1,2,2080000
Edward Nketiah,23,2019/2020,Forward,Arsenal,648,316,332,England,13,7,6,2,1,1,0,0,0,0,0,6,3,3,8,5,3,1,1,0.28,0.0,0.28,0.28,0.27,324,1.11,81,50,324,0,0.28,56,316,-1,5,2340000
Emerson Palmieri dos Santos,28,2019/2020,Defender,Chelsea,1025,645,380,Italy,15,8,7,0,0,0,0,0,0,0,0,1,1,0,20,10,10,3,0,0.0,0.0,0.0,0.0,0.0,0,1.76,51,68,342,0,0.26,367,407,144,24,6240000
Emil Krafth,28,2019/2020,Defender,Newcastle United,1018,374,644,Sweden,17,6,11,0,0,0,1,1,0,0,0,5,2,3,20,6,14,0,0,0.09,0.09,0.0,0.0,0.0,0,1.77,51,60,0,1018,0.0,378,141,145,24,3000000
Emiliano Buendía,25,2019/2020,Midfielder,Norwich City,2465,1353,1112,Argentina,36,19,17,1,0,1,7,5,2,0,0,5,2,3,50,28,22,7,1,0.29,0.26,0.04,0.0,0.08,2465,1.83,49,68,308,352,0.29,227,32,-1,3,416000
Eric Bertrand Bailly,28,2019/2020,Defender,Manchester United,147,56,91,Ivory Coast,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.61,147,37,0,0,0.0,-1,-1,-1,16,4160000
Eric Dier,28,2019/2020,Midfielder,Tottenham Hotspur,1342,742,600,England,19,12,7,0,0,0,2,0,2,0,0,4,4,0,21,9,12,5,0,0.13,0.13,0.0,0.0,0.0,0,1.41,64,71,268,671,0.34,416,99,-1,15,3120000
Erik Lamela,30,2019/2020,Midfielder,Tottenham Hotspur,1210,518,692,Argentina,25,13,12,2,1,1,1,0,1,0,0,7,5,2,12,2,10,3,0,0.22,0.07,0.15,0.17,0.13,605,0.89,101,48,403,1210,0.22,112,170,-1,8,4160000
Erik Pieters,34,2019/2020,Defender,Burnley,1879,928,951,Netherlands,24,12,12,0,0,0,4,3,1,0,0,8,5,3,34,17,17,2,0,0.19,0.19,0.0,0.0,0.0,0,1.63,55,78,940,470,0.1,317,58,130,18,2500000
Etienne Capoue,34,2019/2020,Midfielder,Watford,2632,1321,1311,France,30,15,15,0,0,0,3,2,1,0,0,7,5,2,44,19,25,8,0,0.1,0.1,0.0,0.0,0.0,0,1.5,60,88,329,877,0.27,402,137,-1,23,2080000
Fabián Cornelio Balbuena González,31,2019/2020,Defender,West Ham United,1173,540,633,Paraguay,17,8,9,1,1,0,0,0,0,0,0,5,1,4,22,13,9,2,0,0.08,0.0,0.08,0.17,0.0,1173,1.69,53,69,587,0,0.15,181,262,138,12,2340000
Fabian Delph,32,2019/2020,Midfielder,Everton,1190,630,560,England,16,8,8,0,0,0,0,0,0,0,0,3,3,0,21,8,13,5,1,0.0,0.0,0.0,0.0,0.0,0,1.59,57,74,238,0,0.38,299,295,-1,15,4160000
Fabian Schär,30,2019/2020,Defender,Newcastle United,1671,764,907,Switzerland,22,10,12,2,2,0,0,0,0,0,0,5,4,1,33,10,23,5,0,0.11,0.0,0.11,0.24,0.0,836,1.78,51,76,334,0,0.27,149,364,146,6,2080000
Fabinho,29,2019/2020,Midfielder,Liverpool,2074,1148,926,Brazil,28,14,14,2,2,0,3,3,0,0,0,9,4,5,26,13,13,6,0,0.22,0.13,0.09,0.16,0.0,1037,1.13,80,74,346,691,0.26,171,101,-1,13,5200000
Faustino Marcos Alberto Rojo,32,2019/2020,Defender,Manchester United,120,90,30,Argentina,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0,1.5,60,40,120,0,0.75,-1,-1,-1,22,4160000
Federico Fernández,33,2019/2020,Defender,Newcastle United,2618,1355,1263,Argentina,32,16,16,2,1,1,2,1,1,0,0,9,5,4,38,18,20,8,0,0.14,0.07,0.07,0.07,0.07,1309,1.31,69,82,327,1309,0.28,190,183,91,9,2236000
Felipe Anderson Pereira Gomes,29,2019/2020,Midfielder,West Ham United,1506,814,692,Brazil,25,13,12,1,1,0,4,2,2,0,0,5,3,2,26,14,12,1,0,0.3,0.24,0.06,0.11,0.0,1506,1.55,58,60,1506,377,0.06,208,38,-1,11,5835000
Fikayo Tomori,24,2019/2020,Defender,Chelsea,1293,630,663,England,15,7,8,1,0,1,0,0,0,0,0,4,3,1,18,7,11,3,0,0.07,0.0,0.07,0.0,0.14,1293,1.25,72,86,431,0,0.21,197,419,75,12,750000
Florian Lejeune,31,2019/2020,Defender,Newcastle United,441,254,187,France,6,3,3,2,0,2,0,0,0,0,0,1,1,0,10,5,5,0,0,0.41,0.0,0.41,0.0,0.96,221,2.04,44,74,0,0,0.0,32,335,162,5,1976000
Francisco Femenía Far,31,2019/2020,Midfielder,Watford,2241,1221,1020,Spain,28,15,13,0,0,0,0,0,0,0,0,4,4,0,44,19,25,5,0,0.0,0.0,0.0,0.0,0.0,0,1.77,51,80,448,0,0.2,401,366,-1,24,500000
Frédéric Guilbert,27,2019/2020,Defender,Aston Villa,2041,861,1180,France,25,11,14,0,0,0,2,2,0,0,0,4,4,0,34,9,25,7,0,0.09,0.09,0.0,0.0,0.0,0,1.5,60,82,292,1021,0.31,281,152,119,21,2080000
Frederico Rodrigues Santos,29,2019/2020,Midfielder,Manchester United,2159,1068,1091,Brazil,29,15,14,0,0,0,0,0,0,0,0,8,5,3,23,9,14,8,0,0.0,0.0,0.0,0.0,0.0,0,0.96,94,74,270,0,0.33,305,263,-1,21,6240000
Gabriel Jesus,25,2019/2020,Forward,Manchester City,2026,987,1039,Brazil,34,17,17,14,6,8,7,2,5,0,1,15,8,7,10,5,5,3,0,0.93,0.31,0.62,0.55,0.69,145,0.44,203,60,675,289,0.13,10,19,-1,3,4680000
Gabriel Teodoro Martinelli Silva,21,2019/2020,Midfielder,Arsenal,656,257,399,Brazil,14,6,8,3,1,2,0,0,0,0,0,4,1,3,9,6,3,1,0,0.41,0.0,0.41,0.35,0.45,219,1.23,73,47,656,0,0.14,34,343,-1,4,8320000
Gary Cahill,36,2019/2020,Defender,Crystal Palace,2168,1088,1080,England,25,13,12,0,0,0,1,0,1,0,0,7,4,3,33,12,21,1,0,0.04,0.04,0.0,0.0,0.0,0,1.37,66,87,2168,2168,0.04,336,234,106,17,3380000
Gedson Carvalho Fernandes,23,2019/2020,Midfielder,Tottenham Hotspur,61,44,17,Portugal,7,4,3,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.48,61,9,0,0,0.0,-1,-1,-1,26,8022857
Georginio Wijnaldum,31,2019/2020,Midfielder,Liverpool,2948,1520,1428,Netherlands,37,19,18,4,3,1,0,0,0,0,0,14,7,7,28,13,15,0,0,0.12,0.0,0.12,0.18,0.06,737,0.85,105,80,0,0,0.0,134,311,-1,7,4680000
Gerard Deulofeu,28,2019/2020,Forward,Watford,2109,1063,1046,Spain,28,14,14,4,2,2,5,3,2,1,0,9,7,2,32,14,18,3,0,0.38,0.21,0.17,0.17,0.17,527,1.37,66,75,703,422,0.13,102,45,-1,4,3120000
Giovani Lo Celso,26,2019/2020,Midfielder,Tottenham Hotspur,1487,806,681,Argentina,28,13,15,0,0,0,2,0,2,0,0,6,4,2,16,7,9,6,0,0.12,0.12,0.0,0.0,0.0,0,0.97,93,53,248,744,0.36,293,110,-1,17,3640000
Glenn Murray,39,2019/2020,Forward,Brighton & Hove Albion,786,394,392,England,23,13,10,1,0,1,1,0,1,0,0,5,3,2,9,3,6,0,0,0.23,0.11,0.11,0.0,0.23,786,1.03,87,34,0,786,0.0,148,123,-1,10,1560000
Gonçalo Bento Soares Cardoso,22,2019/2020,Defender,West Ham United,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,1200000
Granit Xhaka,30,2019/2020,Midfielder,Arsenal,2590,1213,1377,Switzerland,31,14,17,1,1,0,2,1,1,0,0,10,5,5,31,15,16,10,0,0.1,0.07,0.03,0.07,0.0,2590,1.08,84,84,259,1295,0.35,241,179,-1,16,5200000
Grant Hanley,30,2019/2020,Defender,Norwich City,1262,642,620,Scotland,15,8,7,0,0,0,0,0,0,0,0,3,2,1,24,9,15,4,0,0.0,0.0,0.0,0.0,0.0,0,1.71,53,84,316,0,0.29,345,328,140,22,1300000
Gylfi Sigurdsson,33,2019/2020,Midfielder,Everton,2562,1270,1292,Iceland,35,18,17,2,2,0,3,1,2,1,0,9,6,3,41,15,26,3,0,0.18,0.11,0.07,0.14,0.0,1281,1.44,62,73,854,854,0.11,196,122,-1,6,5200000
Hamza Choudhury,25,2019/2020,Midfielder,Leicester City,889,405,484,England,20,11,9,1,0,1,1,1,0,0,0,7,5,2,10,6,4,4,1,0.2,0.1,0.1,0.0,0.19,889,1.01,89,44,222,889,0.4,157,134,-1,11,390000
Harry Kane,29,2019/2020,Forward,Tottenham Hotspur,2590,1345,1245,England,29,15,14,18,9,9,2,2,0,2,0,6,5,1,34,11,23,4,0,0.69,0.07,0.63,0.6,0.65,144,1.18,76,89,648,1295,0.14,8,169,-1,1,10400000
Harry Maguire,29,2019/2020,Defender,Manchester United,3420,1710,1710,England,38,19,19,1,0,1,1,1,0,0,0,13,7,6,32,15,17,6,0,0.05,0.03,0.03,0.0,0.05,3420,0.84,107,90,570,3420,0.16,245,238,20,8,8464286
Harry Wilson,25,2019/2020,Midfielder,AFC Bournemouth,1653,808,845,Wales,31,14,17,7,2,5,0,0,0,0,0,4,3,1,31,14,17,2,0,0.38,0.0,0.38,0.22,0.53,236,1.69,53,53,827,0,0.11,40,389,-1,2,3120000
Harry Winks,26,2019/2020,Midfielder,Tottenham Hotspur,2226,1183,1043,England,31,17,14,0,0,0,0,0,0,0,0,7,5,2,29,12,17,9,0,0.0,0.0,0.0,0.0,0.0,0,1.17,77,72,247,0,0.36,415,392,-1,20,2600000
Harvey Lewis Barnes,24,2019/2020,Midfielder,Leicester City,2091,1151,940,England,36,19,17,6,4,2,8,6,2,0,0,12,8,4,23,10,13,0,0,0.6,0.34,0.26,0.31,0.19,349,0.99,91,58,0,261,0.0,68,15,-1,3,2080000
Harvey White,21,2019/2020,Midfielder,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1,200000
Hector Bellerin,27,2019/2020,Defender,Arsenal,1159,521,638,Spain,15,7,8,1,0,1,0,0,0,0,0,6,3,3,16,7,9,2,0,0.08,0.0,0.08,0.0,0.14,1159,1.24,72,77,580,0,0.16,176,327,72,8,5720000
Henri Lansbury,32,2019/2020,Midfielder,Aston Villa,188,11,177,England,10,4,6,0,0,0,0,0,0,0,0,3,3,0,6,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0,2.87,31,19,0,0,0.0,-1,-1,-1,24,2080000
Heung-Min Son,30,2019/2020,Forward,Tottenham Hotspur,2485,1321,1164,South Korea,30,16,14,11,7,4,10,6,4,0,1,8,6,2,30,10,20,2,2,0.76,0.36,0.4,0.48,0.31,226,1.09,83,83,621,249,0.14,37,13,-1,2,7280000
İlkay Gündoğan,32,2019/2020,Midfielder,Manchester City,2015,1057,958,Germany,31,17,14,2,2,0,1,1,0,1,1,12,8,4,24,7,17,7,0,0.13,0.04,0.09,0.17,0.0,1008,1.07,84,65,288,2015,0.31,172,232,-1,11,7280000
Isaac Ajayi Success,26,2019/2020,Forward,Watford,65,33,32,Nigeria,5,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,13,65,0,1.38,-1,-1,-1,22,1560000
Isaac Hayden,27,2019/2020,Midfielder,Newcastle United,2226,1260,966,England,29,16,13,1,1,0,2,2,0,0,0,9,6,3,28,14,14,5,1,0.12,0.08,0.04,0.07,0.0,2226,1.13,80,77,371,1113,0.24,225,156,-1,16,1144000
Ismaïla Sarr,24,2019/2020,Midfielder,Watford,2030,1066,964,Senegal,28,15,13,5,4,1,4,2,2,0,0,7,6,1,32,12,20,1,0,0.4,0.18,0.22,0.34,0.09,406,1.42,63,73,2030,508,0.04,81,68,-1,2,3276000
Issa Diop,25,2019/2020,Defender,West Ham United,2766,1504,1262,France,32,17,15,3,2,1,1,0,1,0,0,5,2,3,52,29,23,8,0,0.13,0.03,0.1,0.12,0.07,922,1.69,53,86,346,2766,0.26,156,250,137,7,3484000
Jack Cork,33,2019/2020,Midfielder,Burnley,2618,1346,1272,England,30,15,15,0,0,0,0,0,0,0,0,12,7,5,40,18,22,1,0,0.0,0.0,0.0,0.0,0.0,0,1.38,65,87,2618,0,0.03,319,414,-1,19,1976000
Jack Grealish,27,2019/2020,Midfielder,Aston Villa,3234,1620,1614,England,36,18,18,8,3,5,6,5,1,0,1,7,7,0,60,27,33,8,0,0.39,0.17,0.22,0.17,0.28,404,1.67,54,90,404,539,0.22,84,75,-1,1,364000
Jack O'Connell,28,2019/2020,Defender,Sheffield United,2915,1620,1295,England,33,18,15,0,0,0,1,1,0,0,0,12,8,4,28,14,14,4,0,0.03,0.03,0.0,0.0,0.0,0,0.86,104,88,729,2915,0.12,326,245,22,25,520000
Jack Robinson,29,2019/2020,Defender,Sheffield United,505,90,415,England,6,1,5,0,0,0,0,0,0,0,0,1,0,1,10,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,1.78,51,84,0,0,0.0,295,307,147,15,572000
